word,type
Macedonianism,n.
Macer,n.
Macerate,v. t.
Macerated,imp. & p. p.
Macerater,n.
Macerating,p. pr. & vb. n.
Maceration,n.
Machaerodus,n.
Machairodus,n.
Machete,n.
Machiavelian,a.
Machiavelian,n.
Machiavelianism,n.
Machiavelism,n.
Machicolated,a.
Machicolation,n.
Machicoulis,n.
Machinal,a.
Machinate,v. i.
Machinate,v. t.
Machinated,imp. & p. p.
Machinating,p. pr. & vb. n.
Machination,n.
Machinator,n.
Machine,n.
Machine,v. t.
Machined,imp. & p. p.
Machiner,n.
Machinery,n.
Machining,a.
Machining,p. pr. & vb. n.
Machinist,n.
Macho,n.
Macilency,n.
Macilent,a.
Macintosh,n.
Mackerel,n.
Mackinaw blanket,
Mackinaw,
Mackintosh,n.
Mackle,n.
Mackle,v. t. & i.
Macle,n.
Macled,a.
Maclurea,n.
Maclurin,n.
Macrame lace,
Macrencephalic,a.
Macrencephalous,a.
Macro-,
Macro-chemistry,n.
Macrobiotic,a.
Macrobiotics,n.
Macrocephalous,a.
Macrochires,n. pl.
Macrocosm,n.
Macrocosmic,a.
Macrocystis,n.
Macrodactyl,n.
Macrodactylic,a.
Macrodactylous,a.
Macrodiagonal,n.
Macrodome,n.
Macrodont,a.
Macrodont,n.
Macrofarad,n.
Macroglossia,n.
Macrognathic,a.
Macrology,n.
Macrometer,n.
Macron,n.
Macropetalous,a.
Macrophyllous,a.
Macropinacoid,n.
Macropod,n.
Macropodal,a.
Macropodian,n.
Macropodous,a.
Macroprism,n.
Macropteres,n. pl.
Macropterous,a.
Macropus,n.
Macropyramid,n.
Macroscopic,a.
Macroscopical,a.
Macrosporangium,n.
Macrospore,n.
Macrosporic,a.
Macrotone,n.
Macrotous,a.
Macroura,a.
Macroural,a.
Macrozoospore,n.
Macrura,n. pl.
Macrural,a.
Macruran,n.
Macruroid,a.
Macrurous,a.
Mactation,n.
Mactra,n.
Macula,n.
Maculae,pl. 
Maculate,a.
Maculate,v.
Maculated,a.
Maculation,n.
Maculatory,a.
Maculature,n.
Macule,n.
Macule,v.
Maculose,a.
Mad,
Mad,n.
Mad,superl.
Mad,v. i.
Mad,v. t.
Mad-apple,n.
Mad-headed,a.
Madam,n.
Madame,n.
Madams,pl. 
Madbrain,a.
Madbrain,n.
Madbrained,a.
Madcap,a.
Madcap,n.
Madded,imp. & p. p.
Madden,v. i.
Madden,v. t.
Maddened,imp. & p. p.
Maddening,p. pr. & vb. n.
Madder,n.
Madderwort,n.
Madding,a.
Madding,p. pr. & vb. n.
Maddish,a.
Made,
Made,a.
Made,n.
Madecass,n.
Madecassee,a.
Madecassee,n.
Madefaction,n.
Madefication,n.
Madefied,imp. & p. p.
Madefy,v. t.
Madefying,p. pr. & vb. n.
Madegassy,n. & a.
Madeira,n.
Mademoiselle,n.
Madge,n.
Madhouse,n.
Madia,n.
Madid,a.
Madisterium,n.
Madjoun,n.
Madly,a.
Madman,n.
Madmen,pl. 
Madnep,n.
Madness,a.
Madonna,n.
Madoqua,n.
Madrague,n.
Madreperl,n.
Madrepora,n.
Madreporaria,n. pl.
Madrepore,n.
Madreporian,a.
Madreporic,a.
Madreporiform,a.
Madreporite,n.
Madrier,n.
Madrigal,n.
Madrigaler,n.
Madrigalist,n.
Madrilenian,a.
Maoadam road,
Mesdames,pl. 
Mesdemoiselles,pl. 
N,
N,n.
Na,a. & adv.
Nab,n.
Nab,v. t.
Nabbed,imp. & p. p.
Nabbing,p. pr. & vb. n.
Nabit,n.
Nabk,n.
Nabob,n.
Nacarat,n.
Nacker,n.
Nacre,n.
Nacreous,a.
Nad,
Nadde,
Nadder,n.
Nadir,n.
Naenia,n.
Naeve,n.
Naevi,pl. 
Naevoid,a.
Naevose,a.
Nag,n.
Nag,v. t. & i.
Nagged,imp. & p. p.
Nagging,a.
Nagging,p. pr. & vb. n.
Naggy,a.
Nagor,n.
Nagyagite,n.
Naiad,n.
Naiant,a.
Naid,n.
Naif,a.
Naik,n.
Nail,a.
Nail,n.
Nail-headed,a.
Nailbrush,n.
Nailed,imp. & p. p.
Nailer,n.
Naileress,n.
Naileries,pl. 
Nailery,
Nailing,p. pr. & vb. n.
Nailless,a.
Nainsook,n.
Nais,n.
Naissant,a.
Naive,a.
Naively,adv.
Naivete,n.
Naivety,n.
Nake,v.t.
Naked,a.
Nakedly,adv.
Nakedness,n.
Naker,n.
Nakoo,n.
Nale,n.
Nall,n.
Nam,
Nam,imp.
Namable,a.
Namation,n.
Namaycush,n.
Namby-pamby,a.
Namby-pamby,n.
Name,n.
Named,imp. & p. p.
Nameless,a.
Namelessly,adv.
Namely,adv.
Namer,n.
Namesake,n.
Naming,p. pr. & vb. n.
Namo,adv.
Nan,inerj.
Nandine,n.
Nandou,n.
Nandu,n.
Nankeen,n.
Nanny,n.
Nannyberry,n.
Nanpie,n.
Naos,n.
Nap,n.
Nap,v. i.
Nap,v. t.
Nap-taking,n.
Nape,n.
Nape-crest,n.
Naperian,a.
Naperies,pl. 
Napery,n.
Napha water,
Naphew,n.
Naphtha,n.
Naphthalate,n.
Naphthalene,n.
Naphthalenic,a.
Naphthalic,a.
Naphthalidine,n.
Naphthalin,n.
Naphthaline,n.
Naphthalize,v. t.
Naphthazarin,n.
Naphthene,n.
Naphthide,n.
Naphthoic,a.
Naphthol,n.
Naphthoquinone,n.
Naphthyl,n.
Naphthylamine,n.
Napier's bones,
Napier's rods,
Napierian,a.
Napiform,a.
Napkin,n.
Naples yellow,
Napless,a.
Napoleon,n.
Napoleonic,a.
Napoleonist,n.
Nappe,n.
Napped,imp. & p. p.
Nappies,pl. 
Nappiness,n.
Napping,n.
Napping,p. pr. & vb. n.
Nappy,a.
Nappy,n.
Napu,n.
Napus,n.
Narceine,n.
Narcissine,a.
Narcissus,n.
Narcissuses,pl. 
Narcosis,n.
Narcotic,a.
Narcotic,n.
Narcotical,a.
Narcotine,n.
Narcotinic,a.
Narcotism,n.
Narcotize,v. t.
Narcotized,imp. & p. p.
Narcotizing,p. pr. & vb. n.
Nard,n.
Nardine,a.
Nardoo,n.
Nare,n.
Nares,n. pl.
Nargile,n.
Nargileh,n.
Narica,n.
Nariform,a.
Narine,a.
Narrable,a.
Narragansetts,n. pl.
Narrate,v. t.
Narrated,imp. & p. p.
Narrating,p. pr. & vb. n.
Narration,n.
Narrative,a.
Narrative,n.
Narratively,adv.
Narrator,n.
Narratory,a.
Narre,a.
Narrow,n.
Narrow,superl.
Narrow,v. i.
Narrow,v. t.
Narrow-minded,a.
Narrowed,imp. & p. p.
Narrower,n.
Narrowing,n.
Narrowing,p. pr. & vb. n.
Narrowly,adv.
Narrowness,n.
Narrows,pl. 
Nart,
Narthex,n.
Narwal,n.
Narwe,a.
Narwhal,n.
Nas,
Nasal,a.
Nasal,n.
Nasality,n.
Nasalization,n.
Nasalize,v. t.
Nasalized,imp. & p. p.
Nasalizing,p. pr. & vb. n.
Nasally,adv.
Nascal,n.
Nascency,n.
Nascent,a.
Naseberry,n.
Nash,a.
Nasicornous,a.
Nasiform,a.
Nasion,n.
Naso-,
Nasobuccal,a.
Nasofrontal,a.
Nasolachrymal,a.
Nasopalatal,a.
Nasopalatine,a.
Nasopharyngeal,a.
Nasoseptal,a.
Nasoturbinal,a.
Nasoturbinal,n.
NassAe,pl. 
Nassa,n.
Nassas,pl. 
Nastily,adv.
Nastiness,n.
Nasturtion,n.
Nasturtium,n.
Nasty,superl.
Nasute,a.
Nasutness,n.
Nat,
Nat,adv.
Natal plum,
Natal,a.
Natalitial,a.
Natalitious,a.
Nataloin,n.
Natals,n. pl.
Natant,a.
Natantly,adv.
Natation,n.
Natatores,n. pl.
Natatorial,a.
Natatorious,a.
Natatorium,n.
Natatory,a.
Natch,n.
Natchez,n. pl.
Natchnee,n.
Nates,n. pl.
Nath,
Nathless,conj.
Nathmore,adv.
NaticAe,pl. 
Natica,n.
Naticas,pl. 
Naticoid,a.
Nation,n.
National,a.
Nationalism,n.
Nationalist,n.
Nationalities,pl. 
Nationality,n.
Nationalization,n.
Nationalize,v. t.
Nationalized,imp. & p. p.
Nationalizing,p. pr. & vb. n.
Nationally,adv.
Nationalness,n.
Native,a.
Native,n.
Natively,adv.
Nativeness,n.
Nativies,pl. 
Nativism,n.
Nativist,n.
Nativistic,a.
Nativity,n.
Natka,a.
Natrium,n.
Natrolite,n.
Natron,n.
Natter,v. i.
Natterjack,n.
Natty,a.
Natural,a.
Natural,n.
Naturalism,n.
Naturalist,n.
Naturalistic,a.
Naturality,n.
Naturalization,n.
Naturalize,v. i.
Naturalize,v. t.
Naturalized,imp. & p. p.
Naturalizing,p. pr. & vb. n.
Naturally,adv.
Naturalness,n.
Nature,n.
Nature,v. t.
Natured,a.
Natureless,a.
Naturism,n.
Naturist,n.
Naturity,n.
Naturize,v. t.
Naufrage,n.
Naufragous,a.
Naught,a.
Naught,adv.
Naughtily,adv.
Naughtiness,n.
Naughtly,adv.
Naughty,superl.
Naumachy,n.
Nauplii,pl. 
Nauplius,n.
Nauropometer,n.
Nauscopy,n.
Nausea,n.
Nauseant,n.
Nauseate,v. i.
Nauseate,v. t.
Nauseated,imp. & p. p.
Nauseating,p. pr. & vb. n.
Nauseation,n.
Nauseative,a.
Nauseous,a.
Nautch,n.
Nautic,a.
Nautical,a.
Nautically,adv.
Nautiform,a.
Nautili,pl. 
Nautilite,n.
Nautiloid,a.
Nautiloid,n.
Nautilus,n.
Nautiluses,pl. 
Navajoes,n. pl.
Naval,a.
Navals,n.pl.
Navarch,n.
Navarchy,n.
Navarrese,a.
Navarrese,n. sing. & pl.
Nave,n.
Navel,n.
Navel-string,n.
Navelwort,n.
Navew,n.
Navicular,a.
Navicular,n.
Navies,pl. 
Navigability,n.
Navigable,a.
Navigate,v. i.
Navigate,v. t.
Navigated,imp. & p. p.
Navigating,p. pr. & vb. n.
Navigation,n.
Navigator,n.
Navigerous,a.
Navus,n.
Navvy,n.
Navy,n.
Nawab,n.
Nawl,n.
Nay,adv.
Nay,n.
Nay,v. t. & i.
Nayaur,n.
Nays,pl. 
Nayt,v. t.
Nayward,n.
Nayword,n.
Nazarene,n.
Nazarite,n.
Nazariteship,n.
Nazaritic,a.
Nazaritism,n.
Naze,n.
Nazirite,n.
Ne exeat,
Ne,adv.
Ne'er,adv.
Neaf,n.
Neal,v. i.
Neal,v. t.
Neap,a.
Neap,n.
Neaped,a.
Neapolitan,a.
Neapolitan,n.
Near,a
Near,adv.
Near,prep.
Near,v. i.
Near-legged,a.
Nearctic,a.
Neared,imp. & p. p.
Nearhand,a. & adv.
Nearing,p. pr. & vb. n
Nearly,adv.
Nearness,n.
Nearsighted,a.
Nearsightedness,n.
Neat,a.
Neat,n. sing. & pl.
Neat,n.
Neatherd,n.
Neathouse,n.
Neatify,v. t.
Neatly,adv.
Neatress,n.
Neb,n.
Neb-neb,n.
Nebalia,n.
Nebbed,imp. & p. p.
Nebula,n.
Nebulae,pl. 
Nebular,a.
Nebulated,a.
Nebule,a.
Nebule,n.
Nebulization,n.
Nebulize,v. t.
Nebulizer,n.
Nebulose,a.
Nebulosity,n.
Nebulous,a.
Nebuly,a.
Nebuly,n.
Necessarian,a.
Necessarian,n.
Necessarianism,n.
Necessaries,pl. 
Necessarily,adv.
Necessariness,n.
Necessary,a.
Necessary,n.
Necessitarian,a.
Necessitarian,n.
Necessitarianism,n.
Necessitate,v. t.
Necessitated,imp. & p. p.
Necessitating,p. pr. & vb. n.
Necessitattion,n.
Necessitied,a.
Necessities,pl. 
Necessitous,a.
Necessitude,n.
Necessity,n.
Neck,n.
Neck,v. t. & i.
Neck,v. t.
Neckar nut,
Neckband,n.
Neckcloth,n.
Necked,a.
Necked,imp. & p. p.
Neckerchief,n.
Necking,n.
Necking,p. pr. & vb. n.
Necklace,n.
Neckmold,n.
Neckmould,n.
Neckplate,n.
Necktie,n.
Neckwear,n.
Neckweed,n.
Necrobiosis,n.
Necrobiotic,a.
Necrolatry,n.
Necrolite,n.
Necrologic,a.
Necrological,a.
Necrologies,pl. 
Necrologist,n.
Necrology,n.
Necromancer,n.
Necromancy,n.
Necromantic,a.
Necromantic,n.
Necromantical,a.
Necronite,n.
Necrophagan,a.
Necrophagan,n.
Necrophagous,a.
Necrophobia,n.
Necrophore,n.
Necropolis,n.
Necropolises,pl. 
Necropsy,n.
Necroscopic,a.
Necroscopical,a.
Necrose,v. t. & i.
Necrosed,a.
Necrosis,n.
Necrotic,a.
Nectar,n.
Nectareal,a.
Nectarean,a.
Nectared,a.
Nectareous,a.
Nectarial,a.
Nectaried,a.
Nectaries,pl. 
Nectariferous,a.
Nectarine,a.
Nectarine,n.
Nectarize,v. t.
Nectarized,imp. & p. p.
Nectarizing,p. pr. & vb. n.
Nectarous,a.
Nectary,n.
Nectocalyces,pl. 
Nectocalyx,n.
Nectosac,n.
Nectosack,n.
Nectostem,n.
Nedder,n.
Neddies,pl. 
Neddy,n.
Nee,p. p., fem.
Need,adv.
Need,n.
Need,v. i.
Needed,imp. & p. p.
Needer,n.
Needful,a.
Needily,adv.
Neediness,n.
Needing,p. pr. & vb. n.
Needle,n.
Needle,v. i.
Needle,v. t.
Needle-pointed,a.
Needlebook,n.
Needlecase,n.
Needlefish,n.
Needler,n.
Needless,a.
Needlestone,n.
Needlewoman,n.
Needlewomen,pl. 
Needlework,n.
Needly,a.
Needly,adv.
Needment,n.
Needs,adv.
Needscost,adv.
Needsly,adv.
Needy,superl.
Neeld,n.
Neele,n.
Neelghau,n.
Neem tree,
Neer,adv. & a.
Neese,v. i.
Neesed,imp. & p. p.
Neesing,n.
Neesing,p. pr. & vb. n.
Nef,n.
Nefand,a.
Nefandous,a.
Nefarious,adv.
Nefasch,n.
Nefast,a.
Negation,adv.
Negative,a.
Negative,n.
Negative,v. t.
Negatived,imp. & p. p.
Negatively,adv.
Negativeness,n.
Negativing,p. pr. & vb. n.
Negativity,n.
Negatory,a.
Neginoth,n. pl.
Neglect,adv.
Neglect,v.
Neglected,imp. & p. p.
Neglectedness,n.
Neglecter,n.
Neglectful,a.
Neglecting,p. pr. & vb. n.
Neglectingly,adv.
Neglection,n.
Neglective,a.
Negligee,n.
Negligence,n.
Negligent,a.
Negligently,adv.
Negligible,a.
Negoce,n.
Negotiability,n.
Negotiable,a.
Negotiant,n.
Negotiate,v. i.
Negotiate,v. t.
Negotiated,imp. & p. p.
Negotiating,p. pr. & vb. n.
Negotiation,n.
Negotiator,n.
Negotiatory,a.
Negotiatrix,n.
Negotiosity,n.
Negotious,a.
Negotiousness,n.
Negress,n.
Negresses,pl. 
Negrita,n.
Negritic,a.
Negritos,n. pl.
Negro,a.
Negro,n.
Negroes,pl. 
Negroid,a.
Negroloid,a.
Negus,n.
Nehiloth,n. pl.
Nehushtan,n.
Neif,n.
Neife,n.
Neigh,n.
Neigh,v. i.
Neighbor,a.
Neighbor,n.
Neighbor,v. i.
Neighbored,imp. & p. p.
Neighborhood,n.
Neighboring,a.
Neighboring,p. pr. & vb. n
Neighborliness,n.
Neighborly,a.
Neighborly,adv.
Neighborship,n.
Neighed,imp. & p. p.
Neighing,p. pr. & vb. n.
Neishout,n.
Neither,a.
Neither,conj.
Neithermore,a.
Nelumbo,n.
Nemaline,a.
Nemalite,n.
Nematelmia,n. pl.
Nematelminthes,n. pl.
Nemathecia,pl. 
Nemathecium,n.
Nemato-,
Nematoblast,n.
Nematocalyces,pl. 
Nematocalyx,n.
Nematocera,n. pl.
Nematocyst,n.
Nematode,a. & n.
Nematogene,n.
Nematognath,n.
Nematognathi,n. pl.
Nematoid,a.
Nematoid,n.
Nematoidea,n. pl.
Nematoidean,a. & n.
Nematophora,n. pl.
Nemean,a.
Nemertes,n.
Nemertian,a. & n.
Nemertid,a. & n.
Nemertida,n. pl.
Nemertina,n. pl.
Nemesis,n.
Nemetean,a.
Nemetean,n.
Nemophilist,n.
Nemophily,n.
Nemoral,a.
Nemorous,a.
Nempne,v.
Nempt,p. p.
Nems,n.
Nemthelminthes,n. pl.
Nenia,n.
Nenuphar,n.
Neo-,
Neo-Christianity,n.
Neo-Latin,a.
Neocarida,n. pl.
Neocene,a.
Neocomian,a.
Neocomian,n.
Neocosmic,a.
Neocracy,n.
Neodamode,n.
Neodymium,n.
Neogaean,a.
Neogamist,n.
Neogen,n.
Neography,n.
Neolithic,a.
Neologian,a.
Neologian,n.
Neologianism,n.
Neologic,a.
Neological,a.
Neologically,adv.
Neologism,n.
Neologist,n.
Neologistic,a.
Neologistical,a.
Neologization,n.
Neologize,v. i.
Neology,n.
Neomenia,n.
Neomenoidea,n. pl.
Neomorph,n.
Neonism,n.
Neonomian,a.
Neonomian,n.
Neonomianism,n.
Neophyte,n.
Neoplasia,n.
Neoplasm,n.
Neoplastic,a.
Neoplasty,n.
Neoplatonic,a.
Neoplatonician,n.
Neoplatonism,n.
Neoplatonist,n.
Neorama,n.
Neossine,n.
Neossology,n.
Neoteric,a.
Neoteric,n.
Neoterical,a.
Neoterically,adv.
Neoterism,n.
Neoterist,n.
Neoterize,v. i.
Neoterized,imp. & p. p.
Neoterized,p. pr. & vb. n.
Neotropical,a.
Neozoic,a.
Nep,n.
Nepa,n.
Nepaulese,a.
Nepaulese,n. sing. & pl.
Nepenthe,n.
Nepenthes,n.
Nepeta,n.
Nephalism,n.
Nephalist,n.
Nepheline,n.
Nephelite,n.
Nephelodometer,n.
Nephelometer,n.
Nephew,n.
Nephilim,n. pl.
Nephoscope,n.
Nephralgia,n.
Nephralgy,n.
Nephridia,pl. 
Nephridial,a.
Nephridium,n.
Nephrite,n.
Nephritic,a.
Nephritic,n.
Nephritical,a.
Nephritis,n.
Nephrology,n.
Nephrostome,n.
Nephrotomy,n.
Nepotal,a.
Nepotic,a.
Nepotism,n.
Nepotist,n.
Neptune,n.
Neptunian,a.
Neptunian,n.
Neptunicentric,a.
Neptunist,n.
Neptunium,n.
Ner,adv. & a.
Nere,
Nereid,n.
Nereides,pl. 
Nereidian,n.
Nereids,pl. 
Nereis,n.
Nereites,n. pl.
Nereocystis,n.
Nerfling,n.
Nerita,n.
Nerite,n.
Neritina,n.
Nero,n.
Neroli,n.
Neropteral,a.
Nerre,adv. & a.
Nervate,a.
Nervation,n.
Nerve,n.
Nerve,v. t.
Nerve-shaken,a.
Nerved,a.
Nerved,imp. & p. p.
Nerveless,a.
Nervelessness,n.
Nervimotion,n.
Nervimotor,n.
Nervine,a.
Nervine,n.
Nerving,p. pr. & vb. n.
Nervomuscular,a.
Nervose,a.
Nervosity,n.
Nervous,a.
Nervously,adv.
Nervousness,n.
Nervure,n.
Nervy,superl. -
Nescience,n.
Nese,n.
Nesh,a.
Ness,n.
Nesslerize,v. t.
Nest,n.
Nest,v. i.
Nest,v. t.
Nestful,n.
Nestfuls,pl. 
Nestle,v. i.
Nestle,v. t.
Nestled,imp. & p. p.
Nestling,a.
Nestling,n.
Nestling,p. pr. & vb. n.
Nestor,n.
Nestorian,a.
Nestorian,n.
Nestorianism,n.
Net,a.
Net,v. i.
Net,v. t.
Net-veined,a.
Netfish,n.
Nether,a.
Nethermost,a.
Nethinim,n. pl.
Netify,v. t.
Netted,imp. & p. p.
Netting,n.
Netting,p. pr. & vb. n.
Nettle,n.
Nettle,v. t.
Nettlebird,n.
Nettled,imp. & p. p.
Nettler,n.
Nettles,n. pl.
Nettling,n.
Nettling,p. pr. & a.
Nettling,p. pr. & vb. n.
Netty,a.
Network,n.
Neura,pl. 
Neurad,adv.
Neural,a.
Neuralgia,n.
Neuralgic,a.
Neuralgy,n.
Neurapophyses,pl. 
Neurapophysial,a.
Neurapophysis,n.
Neurasthenia,n.
Neuration,n.
Neuraxis,n.
Neurenteric,a.
Neuridin,n.
Neurilemma,n.
Neurility,n.
Neurine,n.
Neurism,n.
Neuritis,n.
Neuro-,
Neuro-central,a.
Neuro-epidermal,a.
Neurochord,a.
Neurochordal,a.
Neurocity,n.
Neurocoele,n.
Neurocord,n.
Neuroglia,n.
Neurography,n.
Neurokeratin,n.
Neurological,a.
Neurologist,n.
Neurology,n.
Neuroma,n.
Neuromere,n.
Neuromuscular,a.
Neuron,n.
Neuropathic,a.
Neuropathy,n.
Neuropod,n.
Neuropodium,n.
Neuropodous,a.
Neuropore,n.
Neuropter,n.
Neuroptera,n. pl.
Neuropteran,n.
Neuropteris,n.
Neuropterous,a.
Neurosensiferous,a.
Neurosis,n.
Neuroskeletal,a.
Neuroskeleton,n.
Neurospast,n.
Neurotic,a.
Neurotic,n.
Neurotome,n.
Neurotomical,a.
Neurotomist,n.
Neurotomy,n.
Neurula,n.
Neuter,a.
Neuter,n.
Neutral,a.
Neutral,n.
Neutralist,n.
Neutrality,a.
Neutrality,n.
Neutralization,n.
Neutralize,v. t.
Neutralized,imp. & p. p.
Neutralizer,n.
Neutralizing,p. pr. & vb. n.
Neutrally,adv.
Neuvaines,n. pl.
Nevadite,n.
Neve,n.
Neven,v. t.
Never,adv.
Nevermore,adv.
Neverthelater,adv. / conj.
Nevertheless,adv. / conj.
Nevew,n.
New Year's Day,
New Zealand,
New,adv.
New,superl.
New,v. t. & i.
New-model,v. t.
New-year,a.
Newborn,a.
Newcome,a.
Newcomer,n.
Newel,n.
Newfangle,a.
Newfangle,v. t.
Newfangled,a.
Newfangledness,n.
Newfangleness,n.
Newfanglist,n.
Newfangly,adv.
Newfashioned,a.
Newfoundland,n.
Newing,v. t.
Newish,a.
Newly,adv.
Newmarket,n.
Newness,n.
News,n
News-book,n.
News-letter,n.
News-vnder,n.
News-writer,n.
Newsman,n.
Newsmen,pl. 
Newsmonger,n.
Newspaper,n.
Newsroom,n.
Newsy,a.
Newt,n.
Newtonian,a.
Newtonian,n.
Nexible,a.
Next,adv.
Next,superl.
Nexus,n.
Ney,n.
Nez Perces,
Ngina,n.
Niagara period,
Nias,n.
Nib,n.
Nib,v. t.
Nibbed,a.
Nibbing,p. pr. & vb. n.
Nibble,n.
Nibble,v. t.
Nibbled,imp. & p. p.
Nibbler,n.
Nibbling,p. pr. & vb. n.
Nibblingly,adv.
Niblick,n.
Nicagua,n.
Nicaragua wood,
Niccolite,n.
Nice,superl.
Nicely,adv.
Nicene,a.
Niceness,n.
Nicery,n.
Niceties,pl. 
Nicety,n.
Niche,n.
Niched,a.
Nick,n.
Nick,v. t.
Nickar nut,
Nickar tree,
Nicked,imp. & p. p.
Nickel,n.
Nickelic,a.
Nickeliferous,a.
Nickeline,n.
Nickelous,a.
Nicker nut,
Nicker tree,
Nicker,v. t.
Nicking,p. pr. & vb. n.
Nicking,v. t.
Nickle,n.
Nicknack,n.
Nicknackery,n.
Nickname,n.
Nickname,v. t.
Nicknamed,imp. & p. p.
Nicknaming,p. pr. & vb. n.
Nicolaitan,n.
Nicotian,a.
Nicotian,n.
Nicotiana,n.
Nicotianine,n.
Nicotic,a.
Nicotidine,n.
Nicotine,n.
Nicotinic,a.
Nictate,v. i.
Nictation,n.
Nictitate,v. i.
Nictitation,n.
Nidamental,a.
Nidary,n.
Nide,n.
Nidering,a.
Nidgery,n.
Nidget,n.
Nidificate,v. i.
Nidificated,imp. & p. p.
Nidificating,p. pr. & vb. n.
Nidification,n.
Niding,n.
Nidor,n.
Nidorose,a.
Nidorous,a.
Nidulant,a.
Nidulate,v. i.
Nidulated,imp. & p. p.
Nidulating,p. pr. & vb. n.
Nidulation,n.
Nidulite,n.
Nidus,n.
Niece,n.
Nief,n.
Niellist,n.
Niello,n.
Nifle,n.
Niggard,a.
Niggard,n.
Niggard,v. t. & i.
Niggardise,n.
Niggardish,a.
Niggardliness,n.
Niggardly,a.
Niggardly,adv.
Niggardness,n.
Niggardous,a.
Niggardship,n.
Niggardy,n.
Nigger,n.
Niggish,a.
Niggle,v. t.
Niggled,imp. & p. p.
Niggler,n.
Niggling,p. pr. & vb. n.
Nigh,a.
Nigh,prep.
Nigh,superl.
Nigh,v. t. & i.
Nighly,adv.
Nighness,n.
Night,n.
Night-blooming,a.
Night-eyed,a.
Night-faring,a.
Nightcap,n.
Nightdress,n.
Nighted,a.
Nightertale,n.
Nightfall,n.
Nightgown,n.
Nightingale,n.
Nightish,a.
Nightjar,n.
Nightless,a.
Nightlong,a.
Nightly,a.
Nightly,adv.
Nightman,n.
Nightmare,n.
Nightmen,pl. 
Nightshade,n.
Nightshirt,n.
Nighttime,n.
Nightward,a.
Nigraniline,n.
Nigrescent,a.
Nigrification,n.
Nigrine,n.
Nigritude,n.
Nigromancie,n.
Nigromancien,n.
Nigrosine,n.
Nigua,n.
Nihil,n.
Nihilism,n.
Nihilist,n.
Nihilistic,a.
Nihility,n.
Nil,n. & a.
Nil,v. t.
Nile,n.
Nilgau,n.
Nill,n.
Nill,v. i.
Nill,v. t.
Nilled,imp. & p. p.
Nilling,p. pr. & vb. n.
Nilometer,n.
Niloscope,n.
Nilotic,a.
Nilt,
Nim,v. t.
Nimbi,pl. 
Nimbiferous,a.
Nimble,superl.
Nimbleness,n.
Nimbless,n.
Nimbly,adv.
Nimbose,a.
Nimbus,n.
Nimbuses,pl. 
Nimiety,n.
Nimious,a.
Nimmed,
Nimmer,n.
Nin,
Nincompoop,n.
Nine,a.
Nine,n.
Nine-bark,n.
Nine-eyes,n.
Nine-killer,n.
Ninefold,a.
Nineholes,n. pl.
Ninepence,n.
Ninepences,pl. 
Ninepins,n. pl.
Ninescore,a.
Ninescore,n.
Nineteen,a.
Nineteen,n.
Nineteenth,a.
Nineteenth,n.
Nineties,pl. 
Ninetieth,a.
Ninetieth,n.
Ninety,a.
Ninety,n.
Ninnies,pl. 
Ninny,n.
Ninnyhammer,n.
Ninth,a.
Ninth,n.
Ninthly,adv.
Ninut,n.
Niobate,n.
Niobe,n.
Niobic,a.
Niobite,n.
Niobium,n.
Niopo,n.
Nip,n.
Nip,v. t.
Nipped,imp. & p. p.
Nipper,n.
Nipperkin,n.
Nippers,n. pl.
Nipping,a.
Nipping,p. pr. & vb. n.
Nippingly,adv.
Nippitate,a.
Nippitato,n.
Nipple,n.
Nipplewort,n.
Nipt,
Nirvana,n.
Nis,
Nisan,n.
Nisey,n.
Nisi,conj.
Niste,
Nisus,n.
Nit,n.
Nitency,n.
Niteosaccharin,n.
Niter,n.
Nithing,n.
Nitid,a.
Nitranilic,a.
Nitraniline,n.
Nitrate,n.
Nitrated,a.
Nitratine,n.
Nitre,n.
Nitriary,n.
Nitric,a.
Nitride,n.
Nitriferous,a.
Nitrification,n.
Nitrified,imp. & p. p.
Nitrifier,n.
Nitrify,v. t.
Nitrifying,p. pr. & vb. n.
Nitrile,n.
Nitrite,n.
Nitro-,
Nitro-chloroform,n.
Nitrobenzene,n.
Nitrobenzol,n.
Nitrobenzole,n.
Nitrocalcite,n.
Nitrocarbol,n.
Nitrocellulose,n.
Nitroform,n.
Nitrogelatin,n.
Nitrogen,n.
Nitrogenize,v. t.
Nitrogenized,imp. & p. p.
Nitrogenizing,p. pr. & vb. n.
Nitrogenous,a.
Nitroglycerin,n.
Nitrohydrochloric,a.
Nitrol,n.
Nitroleum,n.
Nitrolic,a.
Nitromagnesite,n.
Nitrometer,n.
Nitromethane,n.
Nitromuriatic,a.
Nitrophnol,n.
Nitroprussic,a.
Nitroprusside,n.
Nitroquinol,n.
Nitrosalicylic,a.
Nitrose,a.
Nitroso-,
Nitrosyl,n.
Nitrosylic,a.
Nitrous,a.
Nitroxyl,n.
Nitrum,n.
Nitry,a.
Nitryl,n.
Nitter,n.
Nittily,adv.
Nittings,n. pl.
Nitty,a.
Nival,a.
Niveous,a.
Nivose,n.
Nix,fem.
Nixie,n.
Nizam,n.
No,a.
No,adv.
No,n.
No-man's land,
Noachian,a.
Noah,n.
Nob,n.
Nobbily,adv.
Nobbler,n.
Nobby,a.
Nobiliary,a.
Nobiliary,n.
Nobilify,v. t.
Nobilitate,v. t.
